"Year","Cambium.GEA","Source","Fraction"
2022,"ERCTc","Natural Gas",0.295240966843529
2023,"ERCTc","Natural Gas",0.295240966843529
2024,"ERCTc","Natural Gas",0.295240966843529
2025,"ERCTc","Natural Gas",0.278358588330317
2026,"ERCTc","Natural Gas",0.261476209817106
2027,"ERCTc","Natural Gas",0.211559519036573
2028,"ERCTc","Natural Gas",0.161642828256039
2029,"ERCTc","Natural Gas",0.136704473396007
2030,"ERCTc","Natural Gas",0.111766118535976
2031,"ERCTc","Natural Gas",0.0989854829649184
2032,"ERCTc","Natural Gas",0.0862048473938608
2033,"ERCTc","Natural Gas",0.0734242118228031
2034,"ERCTc","Natural Gas",0.0606435762517455
2035,"ERCTc","Natural Gas",0.0478629406806878
2036,"ERCTc","Natural Gas",0.0468441569681771
2037,"ERCTc","Natural Gas",0.0458253732556664
2038,"ERCTc","Natural Gas",0.0448065895431558
2039,"ERCTc","Natural Gas",0.0437878058306451
2040,"ERCTc","Natural Gas",0.0427690221181344
2041,"ERCTc","Natural Gas",0.0418225771853758
2042,"ERCTc","Natural Gas",0.0408761322526172
2043,"ERCTc","Natural Gas",0.0399296873198587
2044,"ERCTc","Natural Gas",0.0389832423871001
2045,"ERCTc","Natural Gas",0.0380367974543416
2046,"ERCTc","Natural Gas",0.0376210795317747
2047,"ERCTc","Natural Gas",0.0372053616092079
2048,"ERCTc","Natural Gas",0.036789643686641
2049,"ERCTc","Natural Gas",0.0363739257640742
2050,"ERCTc","Natural Gas",0.0359582078415073
2022,"FRCCc","Natural Gas",0.575858890277534
2023,"FRCCc","Natural Gas",0.575858890277534
2024,"FRCCc","Natural Gas",0.575858890277534
2025,"FRCCc","Natural Gas",0.523386347310714
2026,"FRCCc","Natural Gas",0.470913804343893
2027,"FRCCc","Natural Gas",0.451310935915162
2028,"FRCCc","Natural Gas",0.431708067486431
2029,"FRCCc","Natural Gas",0.394363208958618
2030,"FRCCc","Natural Gas",0.357018350430805
2031,"FRCCc","Natural Gas",0.325581455502554
